danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.843,0.836,11,-2.474,0,0.0695,0.0816,0.00138,0.0532,0.65,94.018,audio_features,2lCkncy6bIB0LTMT7kvrD1,spotify:track:2lCkncy6bIB0LTMT7kvrD1,https://api.spotify.com/v1/tracks/2lCkncy6bIB0LTMT7kvrD1,https://api.spotify.com/v1/audio-analysis/2lCkncy6bIB0LTMT7kvrD1,205933,4
0.797,0.868,11,-2.974,1,0.0558,0.192,3.82e-06,0.384,0.832,99.995,audio_features,43PXER25C9JkExLBd5dObG,spotify:track:43PXER25C9JkExLBd5dObG,https://api.spotify.com/v1/tracks/43PXER25C9JkExLBd5dObG,https://api.spotify.com/v1/audio-analysis/43PXER25C9JkExLBd5dObG,255800,4
0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,45S5WTQEGOB1VHr1Q4FuPl,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/tracks/45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/audio-analysis/45S5WTQEGOB1VHr1Q4FuPl,208907,4
0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4
0.732,0.708,9,-7.905,0,0.262,0.534,0,0.237,0.717,175.924,audio_features,6G4U9avyBNEfP0fAIduev3,spotify:track:6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/tracks/6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/audio-analysis/6G4U9avyBNEfP0fAIduev3,267787,4
0.512,0.451,5,-7.222,0,0.131,0.161,0,0.0672,0.368,80.04,audio_features,47ZS1OjnJpJVfGN9yHXfMn,spotify:track:47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/tracks/47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/audio-analysis/47ZS1OjnJpJVfGN9yHXfMn,367680,4
0.844,0.771,9,-4.026,1,0.043,0.331,0,0.0893,0.829,94.028,audio_features,5wFI6bHnr4bwwnQGnADRHG,spotify:track:5wFI6bHnr4bwwnQGnADRHG,https://api.spotify.com/v1/tracks/5wFI6bHnr4bwwnQGnADRHG,https://api.spotify.com/v1/audio-analysis/5wFI6bHnr4bwwnQGnADRHG,206955,4
0.804,0.694,1,-5.678,1,0.0833,0.0891,0.000222,0.118,0.64,89.965,audio_features,2fwycfb0beKkeRQ9JH8dmU,spotify:track:2fwycfb0beKkeRQ9JH8dmU,https://api.spotify.com/v1/tracks/2fwycfb0beKkeRQ9JH8dmU,https://api.spotify.com/v1/audio-analysis/2fwycfb0beKkeRQ9JH8dmU,205500,4
0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4
0.747,0.824,0,-2.316,1,0.0738,0.0283,0,0.0792,0.628,166.005,audio_features,4KnLltd5UNz4c085UAr5dR,spotify:track:4KnLltd5UNz4c085UAr5dR,https://api.spotify.com/v1/tracks/4KnLltd5UNz4c085UAr5dR,https://api.spotify.com/v1/audio-analysis/4KnLltd5UNz4c085UAr5dR,167800,4
0.852,0.852,8,-3.476,0,0.0444,0.574,0.000103,0.326,0.881,143.952,audio_features,2IViAyalheAvrT9ErMCABT,spotify:track:2IViAyalheAvrT9ErMCABT,https://api.spotify.com/v1/tracks/2IViAyalheAvrT9ErMCABT,https://api.spotify.com/v1/audio-analysis/2IViAyalheAvrT9ErMCABT,203933,4
0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,audio_features,1J14CdDAvBTE1AJYUOwl6C,spotify:track:1J14CdDAvBTE1AJYUOwl6C,https://api.spotify.com/v1/tracks/1J14CdDAvBTE1AJYUOwl6C,https://api.spotify.com/v1/audio-analysis/1J14CdDAvBTE1AJYUOwl6C,185147,3
0.764,0.741,9,-3.617,1,0.101,0.239,0,0.107,0.802,170.081,audio_features,19OXtYzrJyCrQvTbfukt4H,spotify:track:19OXtYzrJyCrQvTbfukt4H,https://api.spotify.com/v1/tracks/19OXtYzrJyCrQvTbfukt4H,https://api.spotify.com/v1/audio-analysis/19OXtYzrJyCrQvTbfukt4H,198570,4
0.716,0.624,6,-5.398,0,0.0739,0.238,0,0.128,0.783,90.983,audio_features,7BEPdOI0neT6p7PnLViqmH,spotify:track:7BEPdOI0neT6p7PnLViqmH,https://api.spotify.com/v1/tracks/7BEPdOI0neT6p7PnLViqmH,https://api.spotify.com/v1/audio-analysis/7BEPdOI0neT6p7PnLViqmH,157081,4
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
0.861,0.678,8,-4.157,0,0.0536,0.253,2.42e-05,0.106,0.723,103.994,audio_features,1bRpSCFv6P2OUhciByeRYR,spotify:track:1bRpSCFv6P2OUhciByeRYR,https://api.spotify.com/v1/tracks/1bRpSCFv6P2OUhciByeRYR,https://api.spotify.com/v1/audio-analysis/1bRpSCFv6P2OUhciByeRYR,259600,4
0.75,0.741,9,-4.43,1,0.402,0.447,0,0.121,0.495,79.968,audio_features,3pm4XtcsRIFFtH2UErk62R,spotify:track:3pm4XtcsRIFFtH2UErk62R,https://api.spotify.com/v1/tracks/3pm4XtcsRIFFtH2UErk62R,https://api.spotify.com/v1/audio-analysis/3pm4XtcsRIFFtH2UErk62R,209180,4
0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,audio_features,3jbT1Y5MoPwEIpZndDDwVq,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,https://api.spotify.com/v1/tracks/3jbT1Y5MoPwEIpZndDDwVq,https://api.spotify.com/v1/audio-analysis/3jbT1Y5MoPwEIpZndDDwVq,270741,4
0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,audio_features,3VT8hOC5vuDXBsHrR53WFh,spotify:track:3VT8hOC5vuDXBsHrR53WFh,https://api.spotify.com/v1/tracks/3VT8hOC5vuDXBsHrR53WFh,https://api.spotify.com/v1/audio-analysis/3VT8hOC5vuDXBsHrR53WFh,132780,4
0.833,0.886,1,-4.722,0,0.0607,0.256,0,0.082,0.698,94.018,audio_features,3pnpENd2PXAKuetjLIylEr,spotify:track:3pnpENd2PXAKuetjLIylEr,https://api.spotify.com/v1/tracks/3pnpENd2PXAKuetjLIylEr,https://api.spotify.com/v1/audio-analysis/3pnpENd2PXAKuetjLIylEr,189467,4
0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
0.665,0.94,5,-3.606,1,0.0553,0.434,0,0.0914,0.752,93.725,audio_features,7AUhck1sPy11OExQmDDx4P,spotify:track:7AUhck1sPy11OExQmDDx4P,https://api.spotify.com/v1/tracks/7AUhck1sPy11OExQmDDx4P,https://api.spotify.com/v1/audio-analysis/7AUhck1sPy11OExQmDDx4P,231593,4
0.696,0.678,4,-5.893,0,0.0735,0.582,2.22e-06,0.134,0.346,91.985,audio_features,0TUW9faHNaBmi89wsYGp9y,spotify:track:0TUW9faHNaBmi89wsYGp9y,https://api.spotify.com/v1/tracks/0TUW9faHNaBmi89wsYGp9y,https://api.spotify.com/v1/audio-analysis/0TUW9faHNaBmi89wsYGp9y,219202,4
0.54,0.455,3,-5.988,1,0.224,0.675,1.08e-05,0.12,0.432,83.876,audio_features,71R8HJxQk5qMiRstrlXN9t,spotify:track:71R8HJxQk5qMiRstrlXN9t,https://api.spotify.com/v1/tracks/71R8HJxQk5qMiRstrlXN9t,https://api.spotify.com/v1/audio-analysis/71R8HJxQk5qMiRstrlXN9t,212032,4
0.817,0.672,11,-5.612,0,0.299,0.441,0,0.13,0.774,93.999,audio_features,6K5BsR04ijf3FHNzjbaagD,spotify:track:6K5BsR04ijf3FHNzjbaagD,https://api.spotify.com/v1/tracks/6K5BsR04ijf3FHNzjbaagD,https://api.spotify.com/v1/audio-analysis/6K5BsR04ijf3FHNzjbaagD,332240,4
0.687,0.522,10,-8.522,0,0.327,0.495,0.0766,0.135,0.532,185.948,audio_features,57JxDNtEe4iDhKFiwQT6Uo,spotify:track:57JxDNtEe4iDhKFiwQT6Uo,https://api.spotify.com/v1/tracks/57JxDNtEe4iDhKFiwQT6Uo,https://api.spotify.com/v1/audio-analysis/57JxDNtEe4iDhKFiwQT6Uo,156734,4
0.774,0.77,7,-3.074,1,0.0426,0.49,1.25e-06,0.311,0.874,91.995,audio_features,3cUE3p7E39CzGjQoEsg7sM,spotify:track:3cUE3p7E39CzGjQoEsg7sM,https://api.spotify.com/v1/tracks/3cUE3p7E39CzGjQoEsg7sM,https://api.spotify.com/v1/audio-analysis/3cUE3p7E39CzGjQoEsg7sM,193827,4
0.797,0.677,10,-5.355,0,0.221,0.0516,0,0.0748,0.885,170.03,audio_features,3s2pqCMbWnocIzhKJF55Ls,spotify:track:3s2pqCMbWnocIzhKJF55Ls,https://api.spotify.com/v1/tracks/3s2pqCMbWnocIzhKJF55Ls,https://api.spotify.com/v1/audio-analysis/3s2pqCMbWnocIzhKJF55Ls,370467,4
0.735,0.712,11,-5.119,0,0.0326,0.732,0,0.302,0.894,131.938,audio_features,2dy3TKVDEbIeWxeIb8JWqZ,spotify:track:2dy3TKVDEbIeWxeIb8JWqZ,https://api.spotify.com/v1/tracks/2dy3TKVDEbIeWxeIb8JWqZ,https://api.spotify.com/v1/audio-analysis/2dy3TKVDEbIeWxeIb8JWqZ,229333,4
0.805,0.744,5,-5.627,0,0.149,0.258,1.4e-05,0.277,0.825,123.999,audio_features,7xX3wvvcZvxGCa06KlgTCp,spotify:track:7xX3wvvcZvxGCa06KlgTCp,https://api.spotify.com/v1/tracks/7xX3wvvcZvxGCa06KlgTCp,https://api.spotify.com/v1/audio-analysis/7xX3wvvcZvxGCa06KlgTCp,204747,4
0.91,0.459,1,-8.889,1,0.0507,0.268,0.018,0.13,0.382,95.058,audio_features,260IGgfqNgDRVvPTkwzQPz,spotify:track:260IGgfqNgDRVvPTkwzQPz,https://api.spotify.com/v1/tracks/260IGgfqNgDRVvPTkwzQPz,https://api.spotify.com/v1/audio-analysis/260IGgfqNgDRVvPTkwzQPz,155064,4
0.854,0.712,6,-8.095,0,0.233,0.317,0,0.365,0.784,94.084,audio_features,0G0R3pEyrm1RbYJ7fhTX0X,spotify:track:0G0R3pEyrm1RbYJ7fhTX0X,https://api.spotify.com/v1/tracks/0G0R3pEyrm1RbYJ7fhTX0X,https://api.spotify.com/v1/audio-analysis/0G0R3pEyrm1RbYJ7fhTX0X,148085,4
0.773,0.668,4,-4.254,0,0.366,0.374,0,0.0763,0.741,150.043,audio_features,2mMZAd3ol9wGI2WJl4XJCF,spotify:track:2mMZAd3ol9wGI2WJl4XJCF,https://api.spotify.com/v1/tracks/2mMZAd3ol9wGI2WJl4XJCF,https://api.spotify.com/v1/audio-analysis/2mMZAd3ol9wGI2WJl4XJCF,157419,4
0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,audio_features,6ifUES3keWjwXgae8pXI3o,spotify:track:6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/tracks/6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/audio-analysis/6ifUES3keWjwXgae8pXI3o,205715,4
0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,audio_features,69Ej1xrGjOcHvIMtMKxK0G,spotify:track:69Ej1xrGjOcHvIMtMKxK0G,https://api.spotify.com/v1/tracks/69Ej1xrGjOcHvIMtMKxK0G,https://api.spotify.com/v1/audio-analysis/69Ej1xrGjOcHvIMtMKxK0G,204600,4
0.838,0.819,5,-4.681,0,0.211,0.285,6.3e-05,0.224,0.656,105.027,audio_features,3kml9ZdpT7UYk1ugkjqOzt,spotify:track:3kml9ZdpT7UYk1ugkjqOzt,https://api.spotify.com/v1/tracks/3kml9ZdpT7UYk1ugkjqOzt,https://api.spotify.com/v1/audio-analysis/3kml9ZdpT7UYk1ugkjqOzt,275893,4
0.673,0.64,2,-6.198,1,0.386,0.165,0,0.311,0.705,91.957,audio_features,5BMbXGFvPBFjfxf37Tnad8,spotify:track:5BMbXGFvPBFjfxf37Tnad8,https://api.spotify.com/v1/tracks/5BMbXGFvPBFjfxf37Tnad8,https://api.spotify.com/v1/audio-analysis/5BMbXGFvPBFjfxf37Tnad8,234038,4
0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,audio_features,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320,4
0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,audio_features,4K8cyoCDovlc4FvtUr2Hfx,spotify:track:4K8cyoCDovlc4FvtUr2Hfx,https://api.spotify.com/v1/tracks/4K8cyoCDovlc4FvtUr2Hfx,https://api.spotify.com/v1/audio-analysis/4K8cyoCDovlc4FvtUr2Hfx,174027,4
0.733,0.708,6,-4.957,1,0.0937,0.0325,0.000327,0.324,0.694,93.021,audio_features,43NqTeL8pgBxKHPMiJKUP5,spotify:track:43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/tracks/43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/audio-analysis/43NqTeL8pgBxKHPMiJKUP5,186427,4
0.852,0.715,1,-4.392,0,0.0642,0.174,4.27e-06,0.289,0.621,92.0,audio_features,36nowPBgzfeb3BPa9sFuNg,spotify:track:36nowPBgzfeb3BPa9sFuNg,https://api.spotify.com/v1/tracks/36nowPBgzfeb3BPa9sFuNg,https://api.spotify.com/v1/audio-analysis/36nowPBgzfeb3BPa9sFuNg,212427,4
0.739,0.832,1,-3.244,1,0.151,0.119,1.35e-05,0.245,0.776,176.04,audio_features,7meQTf97i7gyAzeHTLIytv,spotify:track:7meQTf97i7gyAzeHTLIytv,https://api.spotify.com/v1/tracks/7meQTf97i7gyAzeHTLIytv,https://api.spotify.com/v1/audio-analysis/7meQTf97i7gyAzeHTLIytv,377580,4
0.805,0.562,7,-3.117,0,0.105,0.125,4.96e-06,0.148,0.767,172.094,audio_features,3ZG8N7aWw2meb6UrI5ZmnZ,spotify:track:3ZG8N7aWw2meb6UrI5ZmnZ,https://api.spotify.com/v1/tracks/3ZG8N7aWw2meb6UrI5ZmnZ,https://api.spotify.com/v1/audio-analysis/3ZG8N7aWw2meb6UrI5ZmnZ,184255,4
0.863,0.545,0,-8.552,1,0.118,0.0696,0,0.0835,0.458,90.029,audio_features,2Ky6OednfOVrxDiKAhCZ7I,spotify:track:2Ky6OednfOVrxDiKAhCZ7I,https://api.spotify.com/v1/tracks/2Ky6OednfOVrxDiKAhCZ7I,https://api.spotify.com/v1/audio-analysis/2Ky6OednfOVrxDiKAhCZ7I,240000,4
0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,audio_features,4j4w4CXm6BSr0s25wAWrrX,spotify:track:4j4w4CXm6BSr0s25wAWrrX,https://api.spotify.com/v1/tracks/4j4w4CXm6BSr0s25wAWrrX,https://api.spotify.com/v1/audio-analysis/4j4w4CXm6BSr0s25wAWrrX,196500,4
0.787,0.641,8,-7.376,1,0.315,0.101,0.00534,0.07,0.437,182.003,audio_features,36CiGk9oRdwTnBDMgKEfjl,spotify:track:36CiGk9oRdwTnBDMgKEfjl,https://api.spotify.com/v1/tracks/36CiGk9oRdwTnBDMgKEfjl,https://api.spotify.com/v1/audio-analysis/36CiGk9oRdwTnBDMgKEfjl,184134,4
0.68,0.321,5,-10.944,1,0.0376,0.791,4.67e-06,0.125,0.416,110.827,audio_features,6aommJFM8i3iT4inKuDSXh,spotify:track:6aommJFM8i3iT4inKuDSXh,https://api.spotify.com/v1/tracks/6aommJFM8i3iT4inKuDSXh,https://api.spotify.com/v1/audio-analysis/6aommJFM8i3iT4inKuDSXh,215986,4
0.778,0.651,9,-5.421,0,0.266,0.167,0,0.177,0.569,100.094,audio_features,7CtbxAGq2P0jtYh6SH9DMR,spotify:track:7CtbxAGq2P0jtYh6SH9DMR,https://api.spotify.com/v1/tracks/7CtbxAGq2P0jtYh6SH9DMR,https://api.spotify.com/v1/audio-analysis/7CtbxAGq2P0jtYh6SH9DMR,159666,4
0.619,0.241,11,-7.102,0,0.046,0.9,0,0.116,0.0719,79.461,audio_features,3S8jK1mGzQi24ilFb45DAZ,spotify:track:3S8jK1mGzQi24ilFb45DAZ,https://api.spotify.com/v1/tracks/3S8jK1mGzQi24ilFb45DAZ,https://api.spotify.com/v1/audio-analysis/3S8jK1mGzQi24ilFb45DAZ,149190,4
0.864,0.658,1,-4.105,0,0.154,0.204,0.000626,0.105,0.865,163.922,audio_features,1WvrDdouh6C51In1SdATbq,spotify:track:1WvrDdouh6C51In1SdATbq,https://api.spotify.com/v1/tracks/1WvrDdouh6C51In1SdATbq,https://api.spotify.com/v1/audio-analysis/1WvrDdouh6C51In1SdATbq,178693,4
0.635,0.706,5,-3.224,0,0.125,0.256,0,0.108,0.443,88.863,audio_features,2FSGUA0gFgGeQdprjtGM2M,spotify:track:2FSGUA0gFgGeQdprjtGM2M,https://api.spotify.com/v1/tracks/2FSGUA0gFgGeQdprjtGM2M,https://api.spotify.com/v1/audio-analysis/2FSGUA0gFgGeQdprjtGM2M,209160,4
0.771,0.765,1,-3.887,0,0.0508,0.0487,0,0.313,0.66,115.984,audio_features,478g4LSkyMB1PMkVOVmIaE,spotify:track:478g4LSkyMB1PMkVOVmIaE,https://api.spotify.com/v1/tracks/478g4LSkyMB1PMkVOVmIaE,https://api.spotify.com/v1/audio-analysis/478g4LSkyMB1PMkVOVmIaE,263013,4
0.554,0.784,1,-5.459,1,0.113,0.0607,0,0.301,0.61,96.699,audio_features,5vQy9fwVJTeLsaX9IOpCcp,spotify:track:5vQy9fwVJTeLsaX9IOpCcp,https://api.spotify.com/v1/tracks/5vQy9fwVJTeLsaX9IOpCcp,https://api.spotify.com/v1/audio-analysis/5vQy9fwVJTeLsaX9IOpCcp,352093,4
0.85,0.849,8,-3.436,0,0.0437,0.611,0.000193,0.329,0.92,143.975,audio_features,0MT6qJd7wKlWjH7tP7oWHi,spotify:track:0MT6qJd7wKlWjH7tP7oWHi,https://api.spotify.com/v1/tracks/0MT6qJd7wKlWjH7tP7oWHi,https://api.spotify.com/v1/audio-analysis/0MT6qJd7wKlWjH7tP7oWHi,203507,4
0.717,0.708,11,-4.395,1,0.19,0.511,0.00101,0.106,0.518,180.001,audio_features,1beTDCe7sT7fzm8WIKXicz,spotify:track:1beTDCe7sT7fzm8WIKXicz,https://api.spotify.com/v1/tracks/1beTDCe7sT7fzm8WIKXicz,https://api.spotify.com/v1/audio-analysis/1beTDCe7sT7fzm8WIKXicz,189413,4
0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,audio_features,3BZEcbdtXQSo7OrvKRJ6mb,spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,https://api.spotify.com/v1/tracks/3BZEcbdtXQSo7OrvKRJ6mb,https://api.spotify.com/v1/audio-analysis/3BZEcbdtXQSo7OrvKRJ6mb,137876,4
0.799,0.701,2,-3.272,1,0.282,0.309,7.36e-05,0.0514,0.607,100.946,audio_features,0dKg2vGC1hFqcK5LGTaKzX,spotify:track:0dKg2vGC1hFqcK5LGTaKzX,https://api.spotify.com/v1/tracks/0dKg2vGC1hFqcK5LGTaKzX,https://api.spotify.com/v1/audio-analysis/0dKg2vGC1hFqcK5LGTaKzX,201920,4
0.855,0.901,5,-3.291,0,0.186,0.102,9.47e-05,0.0846,0.928,93.995,audio_features,5yUW86tRavTvP8OTfVChtL,spotify:track:5yUW86tRavTvP8OTfVChtL,https://api.spotify.com/v1/tracks/5yUW86tRavTvP8OTfVChtL,https://api.spotify.com/v1/audio-analysis/5yUW86tRavTvP8OTfVChtL,196262,4
0.722,0.739,0,-5.842,1,0.258,0.249,0,0.178,0.708,88.509,audio_features,72VsmYY68ihcJuKNaIYT28,spotify:track:72VsmYY68ihcJuKNaIYT28,https://api.spotify.com/v1/tracks/72VsmYY68ihcJuKNaIYT28,https://api.spotify.com/v1/audio-analysis/72VsmYY68ihcJuKNaIYT28,346187,4
0.77,0.853,11,-2.593,1,0.0484,0.2,3.85e-06,0.0627,0.781,82.994,audio_features,615XWyY2RPfk3iuYcU6qvi,spotify:track:615XWyY2RPfk3iuYcU6qvi,https://api.spotify.com/v1/tracks/615XWyY2RPfk3iuYcU6qvi,https://api.spotify.com/v1/audio-analysis/615XWyY2RPfk3iuYcU6qvi,219960,4
0.639,0.869,11,-4.024,1,0.147,0.27,0,0.0802,0.767,169.801,audio_features,5q2JbCNi4FcnglgPfxcV65,spotify:track:5q2JbCNi4FcnglgPfxcV65,https://api.spotify.com/v1/tracks/5q2JbCNi4FcnglgPfxcV65,https://api.spotify.com/v1/audio-analysis/5q2JbCNi4FcnglgPfxcV65,307910,4
0.726,0.902,9,-2.3,1,0.0712,0.135,3.22e-05,0.108,0.415,175.919,audio_features,1lyT9DtXlF7bjiwEurRpRU,spotify:track:1lyT9DtXlF7bjiwEurRpRU,https://api.spotify.com/v1/tracks/1lyT9DtXlF7bjiwEurRpRU,https://api.spotify.com/v1/audio-analysis/1lyT9DtXlF7bjiwEurRpRU,223667,4
0.874,0.66,6,-3.631,0,0.0626,0.0911,0.0143,0.123,0.593,96.993,audio_features,1Hs0fpydWBjawdgCocPaC7,spotify:track:1Hs0fpydWBjawdgCocPaC7,https://api.spotify.com/v1/tracks/1Hs0fpydWBjawdgCocPaC7,https://api.spotify.com/v1/audio-analysis/1Hs0fpydWBjawdgCocPaC7,222868,4
0.515,0.704,9,-5.25,0,0.206,0.767,0,0.415,0.885,91.246,audio_features,0aZnyTWJNgdzYoOiaW8HKG,spotify:track:0aZnyTWJNgdzYoOiaW8HKG,https://api.spotify.com/v1/tracks/0aZnyTWJNgdzYoOiaW8HKG,https://api.spotify.com/v1/audio-analysis/0aZnyTWJNgdzYoOiaW8HKG,217213,3
0.763,0.784,2,-3.131,1,0.203,0.284,4.5e-06,0.145,0.609,95.045,audio_features,0TBbNYzmtCfN5cpZSCVNIz,spotify:track:0TBbNYzmtCfN5cpZSCVNIz,https://api.spotify.com/v1/tracks/0TBbNYzmtCfN5cpZSCVNIz,https://api.spotify.com/v1/audio-analysis/0TBbNYzmtCfN5cpZSCVNIz,143925,4
0.873,0.59,4,-4.247,0,0.197,0.353,0,0.0977,0.523,111.994,audio_features,7wy5kv4fYAsR9qFxKKZC5E,spotify:track:7wy5kv4fYAsR9qFxKKZC5E,https://api.spotify.com/v1/tracks/7wy5kv4fYAsR9qFxKKZC5E,https://api.spotify.com/v1/audio-analysis/7wy5kv4fYAsR9qFxKKZC5E,225173,4
0.663,0.604,3,-4.775,0,0.0854,0.169,0,0.0961,0.698,87.067,audio_features,5LlqSCrhvYm97QwfhmY7tc,spotify:track:5LlqSCrhvYm97QwfhmY7tc,https://api.spotify.com/v1/tracks/5LlqSCrhvYm97QwfhmY7tc,https://api.spotify.com/v1/audio-analysis/5LlqSCrhvYm97QwfhmY7tc,165973,4
0.777,0.835,10,-3.988,0,0.0675,0.0749,6.04e-06,0.155,0.855,165.917,audio_features,1Xsr0gEVjs8xZPQDVFpiam,spotify:track:1Xsr0gEVjs8xZPQDVFpiam,https://api.spotify.com/v1/tracks/1Xsr0gEVjs8xZPQDVFpiam,https://api.spotify.com/v1/audio-analysis/1Xsr0gEVjs8xZPQDVFpiam,239947,4
0.864,0.736,1,-4.895,1,0.25,0.45,3.28e-05,0.215,0.681,97.941,audio_features,0cGy3K7zTivPgk3iUC91nz,spotify:track:0cGy3K7zTivPgk3iUC91nz,https://api.spotify.com/v1/tracks/0cGy3K7zTivPgk3iUC91nz,https://api.spotify.com/v1/audio-analysis/0cGy3K7zTivPgk3iUC91nz,212312,4
0.784,0.691,10,-4.972,0,0.0437,0.231,0,0.119,0.548,117.032,audio_features,59nnGpAU3AiL2tD0o2It11,spotify:track:59nnGpAU3AiL2tD0o2It11,https://api.spotify.com/v1/tracks/59nnGpAU3AiL2tD0o2It11,https://api.spotify.com/v1/audio-analysis/59nnGpAU3AiL2tD0o2It11,256253,4
0.736,0.632,11,-4.939,0,0.0648,0.18,0,0.349,0.503,92.03,audio_features,5VzNsUnLmYcRfRfxpQsusa,spotify:track:5VzNsUnLmYcRfRfxpQsusa,https://api.spotify.com/v1/tracks/5VzNsUnLmYcRfRfxpQsusa,https://api.spotify.com/v1/audio-analysis/5VzNsUnLmYcRfRfxpQsusa,216107,4
0.823,0.772,0,-4.935,1,0.0591,0.243,0,0.118,0.582,96.001,audio_features,09WuqcTbf8iMRn8W4N8xBX,spotify:track:09WuqcTbf8iMRn8W4N8xBX,https://api.spotify.com/v1/tracks/09WuqcTbf8iMRn8W4N8xBX,https://api.spotify.com/v1/audio-analysis/09WuqcTbf8iMRn8W4N8xBX,230728,4
0.737,0.634,3,-4.25,0,0.0424,0.345,0,0.111,0.528,94.927,audio_features,5RmSunLqeDqNWww8LWhAiK,spotify:track:5RmSunLqeDqNWww8LWhAiK,https://api.spotify.com/v1/tracks/5RmSunLqeDqNWww8LWhAiK,https://api.spotify.com/v1/audio-analysis/5RmSunLqeDqNWww8LWhAiK,206360,4
0.644,0.516,0,-6.099,1,0.0326,0.715,0,0.578,0.693,141.705,audio_features,3N69yeLynMzE3Dd0c7WiG1,spotify:track:3N69yeLynMzE3Dd0c7WiG1,https://api.spotify.com/v1/tracks/3N69yeLynMzE3Dd0c7WiG1,https://api.spotify.com/v1/audio-analysis/3N69yeLynMzE3Dd0c7WiG1,158873,4
0.741,0.558,11,-6.029,0,0.229,0.306,0.000327,0.1,0.265,179.972,audio_features,0iWxrdjwEGOrTC9AszgAJk,spotify:track:0iWxrdjwEGOrTC9AszgAJk,https://api.spotify.com/v1/tracks/0iWxrdjwEGOrTC9AszgAJk,https://api.spotify.com/v1/audio-analysis/0iWxrdjwEGOrTC9AszgAJk,188955,4
0.773,0.64,3,-4.777,0,0.207,0.119,0,0.17,0.605,170.067,audio_features,2MaYHbpwybBOm9CrDBfChl,spotify:track:2MaYHbpwybBOm9CrDBfChl,https://api.spotify.com/v1/tracks/2MaYHbpwybBOm9CrDBfChl,https://api.spotify.com/v1/audio-analysis/2MaYHbpwybBOm9CrDBfChl,228720,4
